system_id,system_name,t2_us,t1_us,temperature_k,noise_level,target_phenomenology,winner_strategy,robustness_gain_percent,p3_robustness,p4_robustness,geometric_phase_rad,p3_variance_r,p4_variance_r
SypHer3s,SypHer3s,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
TagBFP2,TagBFP2,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
TagBFP2,TagBFP2,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
TagRFP,TagRFP,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
TagRFP,TagRFP,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
VSFP-Butterfly,VSFP-Butterfly,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
VSFP-Butterfly,VSFP-Butterfly,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
cADDis,cADDis,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
cADDis,cADDis,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.1,dLight1.1,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.1,dLight1.1,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.2,dLight1.2,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.2,dLight1.2,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.3b,dLight1.3b,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.3b,dLight1.3b,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
iAChSnFR,iAChSnFR,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
iAChSnFR,iAChSnFR,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluSnFR,iGluSnFR,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluSnFR,iGluSnFR,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluSnFR-A184S,iGluSnFR-A184S,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluSnFR-A184S,iGluSnFR-A184S,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7b,jGCaMP7b,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7b,jGCaMP7b,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7f,jGCaMP7f,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7f,jGCaMP7f,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7s,jGCaMP7s,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7s,jGCaMP7s,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8f,jGCaMP8f,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8f,jGCaMP8f,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8s,jGCaMP8s,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8s,jGCaMP8s,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jRGECO1a,jRGECO1a,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jRGECO1a,jRGECO1a,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jRGECO1b,jRGECO1b,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jRGECO1b,jRGECO1b,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mCerulean3,mCerulean3,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mCerulean3,mCerulean3,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mClover3,mClover3,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mClover3,mClover3,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mEmerald,mEmerald,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mEmerald,mEmerald,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mNeonGreen,mNeonGreen,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mNeonGreen,mNeonGreen,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mTFP1,mTFP1,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mTFP1,mTFP1,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
mVenus,mVenus,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
mVenus,mVenus,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHluorin,pHluorin,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHluorin,pHluorin,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHuji,pHuji,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHuji,pHuji,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
roGFP2,roGFP2,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
roGFP2,roGFP2,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
XCaMP-Gf,XCaMP-Gf,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
XCaMP-Gf,XCaMP-Gf,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-ACh4.0,GRAB-ACh4.0,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-ACh4.0,GRAB-ACh4.0,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGABASnFR,iGABASnFR,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGABASnFR,iGABASnFR,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.4,dLight1.4,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.4,dLight1.4,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-5HT2.0,GRAB-5HT2.0,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-5HT2.0,GRAB-5HT2.0,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluu,iGluu,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
iGluu,iGluu,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
MaLionR,MaLionR,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
MaLionR,MaLionR,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
ASAP4e,ASAP4e,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
ASAP4e,ASAP4e,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
miRFP670,miRFP670,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
miRFP670,miRFP670,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
roGFP2-Orp1,roGFP2-Orp1,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
roGFP2-Orp1,roGFP2-Orp1,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHluorin2,pHluorin2,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
pHluorin2,pHluorin2,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
cAMPr,cAMPr,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
cAMPr,cAMPr,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
GCaMP6m,GCaMP6m,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
GCaMP6m,GCaMP6m,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7c,jGCaMP7c,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP7c,jGCaMP7c,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8m,jGCaMP8m,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
jGCaMP8m,jGCaMP8m,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.3,dLight1.3,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
dLight1.3,dLight1.3,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-DA1h,GRAB-DA1h,10.0,5000.0,298.0,0.13636363636363635,uniform,P4,67.82929,1.5697342e-05,5.049946e-06,0.05771329945180232,2.6869244e-05,2.4862113e-05
GRAB-DA1h,GRAB-DA1h,10.0,5000.0,298.0,0.13636363636363635,fragmented,P4,100.0,1.505293e-06,0.0,0.05771329945180232,2.6869244e-05,2.4862113e-05
